length	boundary	density_energy	density_energy_per_site	observable_energy	observable_energy_per_site	ipr_energy	ipr_energy_per_site
4	open	0.003270238984880436	0.000817559746220109	0.003270238984880436	0.000817559746220109	-0.22245081079322127	-0.055612702698305316
6	open	-2.024594796145853	-0.3374324660243088	2.0256483854876444	0.3376080642479407	-0.3470254944317359	-0.05783758240528932
8	open	-0.034295163517338946	-0.004286895439667368	1.9364504937276643	0.24205631171595804	-0.472275645435392	-0.059034455679424
4	periodic	-4.23688685916134e-16	-1.059221714790335e-16	-4.23688685916134e-16	-1.059221714790335e-16	-0.28020970200043527	-0.07005242550010882
6	periodic	-1.8579099853825987	-0.3096516642304331	2.1944137058476088	0.3657356176412681	-0.39624594068640917	-0.06604099011440152
8	periodic	-7.450943241974591e-15	-9.313679052468239e-16	2.022713574447991	0.25283919680599887	-0.5176325966332476	-0.06470407457915595
