time	rate	entropy	mz
0.0	-0.0	-0.0	0.5
0.05	0.0006888169409442237	3.223181718068582e-9	0.49931141998233114
0.1	0.0027523113521430915	1.6941485748728932e-7	0.4972514561195948
0.15	0.006181541529465563	1.6763201493784572e-6	0.49383733549351555
0.2	0.010961364120363084	8.37569610315343e-6	0.489097434535978
0.25	0.0170700769008231	2.8762742467584433e-5	0.4830707861097527
0.3	0.02447892669592139	7.785982598836283e-5	0.4758064092746355
0.35	0.03315149292990301	0.00017872554556658008	0.46736248063098884
0.4	0.0430429638357015	0.00036338693445022097	0.45780537021475937
0.45	0.054099331570101244	0.0006730753819594099	0.4472085681097972
0.5	0.0662565448382966	0.001157726145531969	0.43565153014572605
0.55	0.07943967331845934	0.0018747734391064428	0.42321847221257763
0.6	0.09356215685228382	0.0028873337722268425	0.4099971428460838
0.65	0.10852523283370834	0.004261916008512465	0.39607760286593424
0.7	0.1242176550654111	0.006065825475557488	0.3815510390713306
0.75	0.14051583262682854	0.008364441028001525	0.366508636436402
0.8	0.1572845225288758	0.01121853949640487	0.3510405300513389
0.85	0.17437819862442172	0.01468182403493594	0.33523485438886985
0.9	0.19164318566331218	0.018798784996850736	0.31917690351273825
0.95	0.20892058872672023	0.023602988003213834	0.30294841175590936
1.0	0.22604995930554775	0.029115847634499894	0.2866269603427131
1.05	0.2428735351277539	0.03534590999803378	0.2702855115549105
1.1	0.25924079797607935	0.042288635913277424	0.25399206846916494
1.15	0.2750130079880065	0.04992665037780158	0.23780945512168572
1.2	0.2900673349020865	0.05823040423697885	0.22179520925504762
1.25	0.3043002297013474	0.06715918076444494	0.2060015776172023
1.3	0.3176297606656389	0.07666237277496872	0.19047560213322598
1.35	0.32999676034178993	0.0866809541500575	0.17525928415298606
1.4	0.34136476860382853	0.09714907225433037	0.16038981336950112
1.45	0.3517188867081764	0.10799569358326801	0.1458998478641456
1.5	0.36106375489499837	0.11914624307560784	0.13181783201487662
1.55	0.36942091836042695	0.13052418692423415	0.1181683396427833
1.6	0.3768258541262625	0.14205251865645588	0.10497243070587992
1.65	0.3833249040489383	0.15365511811939925	0.09224801101122347
1.7	0.3889723099641784	0.16525796234635476	0.0800101857419828
1.75	0.39382748702780074	0.1767901757819965	0.0682715990232323
1.8	0.3979526083621674	0.1881849148118113	0.057042753222966834
1.85	0.4014105841324021	0.199380087866447	0.0463323031580035
1.9	0.4042635888532013	0.21031891747967624	0.036147321786855334
1.95	0.4065717139616869	0.220950354750446	0.026493535299326448
2.0	0.4083917726058984	0.2312293591721014	0.017375526693667043
2.05	0.4097766564773853	0.24111705865208996	0.008796908127354331
2.1	0.4107749339533339	0.25058080488418805	0.0007604631642474992
2.15	0.41143057701427893	0.25959413915087	-0.006731739197232971
2.2	0.41178283431438384	0.2681366838842394	-0.013678256185361217
2.25	0.41186622913842935	0.2761939740346368	-0.020078205645427352
2.3	0.41171065444766225	0.2837572394949557	-0.02593121991538207
2.35	0.41134154000962425	0.2908231467276339	-0.031237415804530825
2.4	0.4107800695357852	0.2973935043966294	-0.03599737728923732
2.45	0.4100434302617304	0.30347493494329325	-0.04021214765576126
2.5	0.4091450849470258	0.30907851451826107	-0.04388322803987498
2.55	0.40809506592478556	0.31421938941349603	-0.047012579617934036
2.6	0.4069002998389437	0.3189163815140182	-0.04960262707630118
2.65	0.40556497628959204	0.32319158977532003	-0.05165626140678531
2.7	0.40409096767538966	0.3270699860472437	-0.05317684052672519
2.75	0.4024782838163529	0.33057900213348057	-0.05416818668576903
2.8	0.40072550395334483	0.3337481083698714	-0.05463458008075365
2.85	0.3988300882697196	0.33660838665426573	-0.054580748540212554
2.9	0.3967884640740569	0.33919210191379756	-0.05401185354741278
2.95	0.3945958401112883	0.3415322764093048	-0.052933473233839755
3.0	0.3922458333856913	0.3436622715092735	-0.05135158328431328
3.05	0.3897301577489711	0.34561538162005995	-0.04927253694293884
3.1	0.3870387378606097	0.34742444474511197	-0.046703045490350946
3.15	0.38416058065549447	0.3491214736178843	-0.04365016067412988
3.2	0.38108550293577953	0.35073731053284096	-0.04012126061510613
3.25	0.37780640300205737	0.35230130797138565	-0.03612404068337141
3.3	0.3743213104714116	0.3538410360120067	-0.03166651074184734
3.35	0.3706341766916077	0.3553820164781032	-0.026756999997054064
3.4	0.3667535016786763	0.35694748298026346	-0.02140417048217084
3.45	0.36268852008561275	0.35855816562913784	-0.015617039932705254
3.5	0.35844364145407487	0.36023209940625167	-0.009405014507639699
3.55	0.3540127888236601	0.3619844561142531	-0.002777931473232855
3.6	0.3493757817049745	0.36382740148157333	0.004253888375717019
3.65	0.3444987367472931	0.36576998116511833	0.011679579125928654
3.7	0.33933960795022267	0.36781804171198335	0.019487659921013038
3.75	0.3338584545371293	0.3699741945193704	0.02766595821093863
3.8	0.32803001382592334	0.3722378319293085	0.03620152771323023
3.85	0.3218545403978265	0.3746052044036601	0.04508056299275474
3.9	0.3153627193111934	0.3770695660128727	0.05428831279707528
3.95	0.30861213838803736	0.3796213922097088	0.06380899447075544
4.0	0.3016756681133494	0.38224866937377144	0.07362571189634214
