time	rate	entropy	mx	mz
1.6	0.30487885942351045	0.6884048039720135	-0.4811399147481093	0.08780206111314069
1.62	0.2947992299234031	0.7008241783459582	-0.4814462378755723	0.06774735089011594
1.64	0.2851254626206471	0.7132331099920814	-0.4815861558271029	0.04811859186032739
1.66	0.2758473863589337	0.7255916535635818	-0.48162279730446544	0.028961664389864136
1.68	0.2669565024946062	0.7378658227060579	-0.4816154835716563	0.010319245116737775
1.7	0.2584453480316353	0.7500285011137058	-0.48161670093360653	-0.007768886613223982
1.72	0.25030600708019946	0.7620604608645404	-0.4816690162281477	-0.025265871372516017
1.74	0.24253022677408698	0.7739498274314013	-0.48180341569788715	-0.042137568182505546
1.76	0.2351085307453745	0.7856919370974015	-0.4820377174764571	-0.05835297061743439
1.78	0.2280298847930253	0.7972884681216305	-0.48237630068443743	-0.07388403401965052
1.8	0.22128177566231053	0.8087462265218545	-0.4828103969426505	-0.08870582570841004
