time	rate	entropy	mz
0.0	-0.0	-0.0	0.5
0.1	0.0012239726993336798	3.525686899091132e-8	0.4987767742270635
0.2	0.004883497950787106	1.7972584254841147e-6	0.49512829088022803
0.30000000000000004	0.010940911313911015	1.7285921476413275e-5	0.4891174120668218
0.4	0.01933184114631831	8.387763915678511e-5	0.4808465445006488
0.5	0.029962900303639455	0.00027923675244374705	0.47045421774168805
0.6000000000000001	0.04270865219693718	0.0007312163185581191	0.4581105323042022
