time	rate	entropy	mx	mz
0.0	8.881784197001254e-16	0.0029201739308038943	-0.25865790460988086	0.9646786299608173
0.05	0.005598182146039124	0.0023937139995577773	-0.2729521621399752	0.9502917656043012
0.1	0.022057511114446513	0.0010737805155114587	-0.31331710001811186	0.9081141067848395
0.15	0.04835743228206599	0.0005165548347749133	-0.3726950842445076	0.8409295057487824
0.2	0.08275975788442798	0.004359649426367914	-0.44099541773691325	0.7528673421632485
0.25	0.12284182933352829	0.015653846728938253	-0.507139996781941	0.6487910836232168
0.3	0.1656914660589749	0.03654745413764194	-0.5612878201059674	0.5336955035036404
0.35	0.2083521152086124	0.06743690442202184	-0.596629764188839	0.41225175409883025
0.4	0.2484420240494011	0.10663486159384922	-0.6103778760368322	0.2885463489493473
0.45	0.28467260492244745	0.15080900361668206	-0.6039108496426382	0.1660484774422072
0.5	0.3170003883501841	0.19594813189342225	-0.5819304231901902	0.04767322350051283
0.55	0.34634064036723733	0.238300007643415	-0.551097315482915	-0.0640575198476139
0.6	0.37405784255333646	0.27516804036878045	-0.5183076576928787	-0.16698523238121107
0.65	0.381680150439173	0.3052674671758676	-0.48919566751884785	-0.2593349265776818
0.7	0.3328656554080842	0.3287121396705148	-0.4672058126876155	-0.33973858874213675
0.75	0.2704692343508323	0.34672731525127115	-0.4533099985993542	-0.4072951376852672
0.8	0.2183516777020552	0.36120024533968403	-0.4463063295663547	-0.46166443439875404
0.85	0.2064240326256104	0.37413082597043645	-0.4437351967875449	-0.5029528776553402
0.9	0.2010038811782081	0.38718085763821264	-0.44283730585548753	-0.5316412630268538
0.95	0.23753321515437556	0.40139279064631667	-0.44146682582710245	-0.5484200376453839
1.0	0.25604249840615056	0.41711420148014333	-0.4386467563751922	-0.5540617000866543
1.05	0.27478592736792135	0.43416684840681385	-0.4346470654315128	-0.5493345660679969
1.1	0.28331878156290013	0.45210289184526575	-0.4306834310396639	-0.5349981629703272
1.15	0.2737758291819093	0.4705028023497002	-0.4283443795887654	-0.5118428499375676
1.2	0.26533185337213455	0.48919339521642563	-0.4289546922700816	-0.4807573921637323
1.25	0.27362656761364706	0.5083506113413383	-0.4330891409368061	-0.4427534574206151
1.3	0.28510799899955763	0.5284257015193227	-0.44042002371691624	-0.3990100365387503
1.35	0.289065293139065	0.5500226614649609	-0.44980825665952295	-0.35080681029065447
1.4	0.2942554809798406	0.5736584018425527	-0.45967676268599506	-0.2994800860457422
1.45	0.3085906980287164	0.5995852769555752	-0.46848310402433463	-0.24634413613872547
1.5	0.3407067858477563	0.6276766253402829	-0.47514469523981856	-0.19263209450010663
1.55	0.3320237360729456	0.6574599144825174	-0.47927128527022145	-0.13944774024382464
1.6	0.3049408431555331	0.6882211619397485	-0.4811748691314565	-0.08776798429758724
1.65	0.2804760412816235	0.7192093627173514	-0.481650380957896	-0.03843025468572047
1.7	0.2584601590035926	0.7497876471577573	-0.4816544080217736	0.007835253202862963
1.75	0.23876818129625405	0.7795658408472483	-0.4819464104329741	0.05041510003920979
1.8	0.2212575327441656	0.8084280718125778	-0.4828576565057591	0.08881078458148182
1.85	0.20571332573558254	0.836499105211977	-0.4842030683927395	0.12265467454585219
1.9	0.19190130018460524	0.8639988994271296	-0.4854303929824494	0.15168028596369723
1.95	0.17955880942521626	0.8911370529859148	-0.4858176196635939	0.175758776682739
2.0	0.16847851611501008	0.9179846311096407	-0.48478779674968564	0.19484874580475328
