time	rate	entropy	mz
0.0	-0.0	-0.0	0.5
0.05	0.0006888254331018363	3.2232391491361177e-9	0.4993114115001664
0.1	0.0027524473558063187	1.6942595091905306e-7	0.4972513207573603
0.15	0.006182231115128196	1.6765646918996319e-6	0.4938366531798956
0.2	0.01096354813457942	8.377847845727778e-6	0.4890952910737722
0.25	0.017075422769303454	2.8774175467190822e-5	0.48306559339151073
0.3	0.02449004498207866	7.790393419852193e-5	0.47579574259730856
0.35	0.033172158284563574	0.00017886185769765982	0.467342936942128
0.4	0.04307833852170457	0.00036374475162126186	0.4577724504050687
0.45	0.05415618782432271	0.0006739039328879146	0.44715658566369515
0.5	0.06634347990857946	0.0011594628520057602	0.43557354760998096
0.55	0.07956730810626204	0.0018781299955420922	0.4231062660805858
0.6	0.09374330582749592	0.0028933976257576755	0.40984119661819013
0.65	0.10877502954498038	0.0042722627683865885	0.3958671272669192
0.7	0.12455361463258868	0.0060826360536056865	0.38127401771270336
0.75	0.14095783078899363	0.008390616130506944	0.3661518946248621
0.8	0.15785467104875048	0.011257803584063949	0.35058982398041105
0.85	0.1751006001022191	0.014738811081458135	0.3346749776158138
0.9	0.19254355790042707	0.018879099259435945	0.318491807418143
0.95	0.21002575995384587	0.02371323445017235	0.3021213366033041
1.0	0.22738725003615337	0.029263628490874962	0.28564057358934597
1.05	0.2444700584321099	0.03553978588295641	0.26912205019765145
1.1	0.26112272454000757	0.04253805207217006	0.25263348242355127
1.15	0.27720485196045414	0.05024183040033101	0.2362375489082368
1.2	0.2925913185464602	0.05862221527550189	0.21999177958560737
1.25	0.30717577793736056	0.06763897554558426	0.20394854481642408
1.3	0.32087316173345465	0.07724181458683738	0.18815513367940806
1.35	0.33362100896545965	0.08737183148212163	0.17265390896355268
1.4	0.34537958726079654	0.09796310988673168	0.15748252577764393
1.45	0.35613090293164995	0.108944366708135	0.14267420052560095
1.5	0.36587680060621236	0.1202406005374212	0.1282580172417683
1.55	0.3746364119329478	0.1317746889493738	0.11425925888187229
1.6	0.3824432265506481	0.14346889356369685	0.10069975206122585
1.65	0.38934203551611796	0.1552462415220175	0.08759821485790587
1.7	0.3953859503994503	0.16703176132652242	0.07497059859181683
1.75	0.4006336417049967	0.17875355948701518	0.0628304158901872
1.8	0.40514687656231047	0.19034373193136042	0.051189048800725855
1.85	0.40898844647535443	0.20173911053503862	0.04005603217035754
1.9	0.41222065198551294	0.21288185033598	0.029439308911677602
1.95	0.4149039202882984	0.2237198672028729	0.01934545509872387
2.0	0.4170955528745477	0.23420713840904883	0.009779874018315496
2.05	0.4188490263152713	0.2443038805050179	0.0007469594981784657
2.1	0.42021356230198076	0.2539766194058153	-0.007749770317151364
2.15	0.42123382754224686	0.2631981675564152	-0.01570756680775924
2.2	0.42194978171973957	0.2719475234862138	-0.023124369745237183
2.25	0.4223966552716001	0.2802097080306757	-0.029998748152943983
2.3	0.42260502998138905	0.2879755487250713	-0.03632985983633157
2.35	0.4226009976726009	0.2952414207788856	-0.04211742611514049
2.4	0.42240637349151394	0.3020089496562761	-0.04736171828140174
2.45	0.4220389414449918	0.30828467716482	-0.05206355242201068
2.5	0.4215127150324058	0.3140796930171548	-0.05622428946572835
2.55	0.4208382079891497	0.3194092398595448	-0.05984583762414699
2.6	0.4200227275354893	0.324292305592063	-0.06293065477591685
2.65	0.4190707169283831	0.32875121187647444	-0.0654817487746074
2.7	0.4179841739609312	0.33281119772043205	-0.06750267412428933
2.75	0.4167631475408257	0.33649999459908503	-0.0689975239451542
2.8	0.4154062631020825	0.3398473931718306	-0.06997091662722607
2.85	0.41391116248051635	0.3428848046847673	-0.07042797702787483
2.9	0.4122747002686156	0.34564482131772806	-0.0703743124946379
2.95	0.4104927655130077	0.34816078013783575	-0.06981598437682875
3.0	0.4085597295189438	0.3504663355431861	-0.06875947601792524
3.05	0.40646774099258937	0.35259504514644713	-0.06721165848790711
3.1	0.40420631334712226	0.3545799738573416	-0.06517975551484988
3.15	0.40176274703057807	0.35645332041393574	-0.06267130920502025
3.2	0.3991237840919895	0.358246069796252	-0.05969414819993309
3.25	0.3962784544719766	0.3599876739074976	-0.05625635990826685
3.3	0.393221428669071	0.3617057617491201	-0.05236626837297489
3.35	0.3899555871069497	0.3634258791922118	-0.04803241919411039
3.4	0.38649229446483635	0.36517125752218366	-0.043263572732010945
3.45	0.3828482945212726	0.3669626093793918	-0.03806870657005309
3.5	0.37903922217726244	0.3688179507093698	-0.032457027928378984
3.55	0.3750711260732851	0.3707524480119618	-0.02643799640167346
3.6	0.3709325602752427	0.37277829156463566	-0.02002135706567175
3.65	0.3665902998016166	0.3749045972299513	-0.01321718367054689
3.7	0.3619913984999599	0.37713734161871754	-0.00603593129655915
3.75	0.35707296511965686	0.37947933733350764	0.0015115025132707652
3.8	0.3517785173271432	0.38193025625515936	0.009413709455335702
3.85	0.34607669851621603	0.3844867089489826	0.017658696581774495
3.9	0.33997603768557144	0.38714238701301595	0.026233808639321083
3.95	0.33352978609028283	0.3898882724741789	0.03512564863244395
4.0	0.3268280033202233	0.39271291436840206	0.044319998753666164
