time	rate	s1	s2	lambda1	lambda2	o11	ood	tf1_re	tf1_im	tf1_abs	tf2_re	tf2_im	tf2_abs
2.2	0.4871468535462744	0.8136749941779438	0.581291476155538	0.6620669961504768	0.3378997802510844	0.710915941938169	0.41015755495009115	-0.09913434936692228	-0.6087039242240627	0.6167236711771136	-0.3652780039594544	0.09340525920607297	0.37703124886931705
2.25	0.5487365714868004	0.7873974034064826	0.6164329069953948	0.619994670891271	0.37998952882679304	0.6543316238946297	0.4529394503303628	-0.09853435500404834	-0.5672215986935963	0.5757163895014481	-0.4125110200940938	0.099736021044099	0.42439676670867654
2.3	0.6140103694005039	0.7623793378482832	0.6471240629230433	0.5812222547779867	0.41876955281402684	0.5737226878366579	0.5170790548710631	-0.09861708085404441	-0.5259054922338591	0.5350718787208975	-0.45938701053795294	0.10686299206810991	0.4716525463990905
2.35	0.6428028268907742	0.7455308415441271	0.6664622201549586	0.5558162356934944	0.4441718908938765	0.5361508428161176	0.5344344366822752	-0.5051390627360464	0.11445216005443204	0.5179428246852896	-0.09965057596685092	-0.484886475990461	0.495020334823705
2.4	0.5645959710666609	0.7506729967874064	0.6606517527749135	0.5635099481057855	0.43646073844456545	0.7083276356684622	0.28305006280512485	-0.5491385305498021	0.12208311682694462	0.5625454765159679	-0.1017603057768323	-0.4442073968684774	0.4557141332726728
2.45	0.4943973467455088	0.7721365639205728	0.635406095852248	0.5961948733430689	0.4037409066461962	0.7821311366587294	0.05672877681112079	-0.5909173863974259	0.12932089452056766	0.6049026792025015	-0.1049099399598208	-0.4038884941410216	0.4172912786074917
2.5	0.43200056502457673	0.7975209392155047	0.6031901995885119	0.6360396484871808	0.36383841687962887	0.8070246816133012	0.061208095434674016	-0.630156539728325	0.13577988238279864	0.6446188339028442	-0.10891543311737768	-0.3639851306896324	0.3799312397451607
2.55	0.37717104710699206	0.8228651927011051	0.5680517821312966	0.677107125359027	0.32268282718254204	0.8239270258191009	0.13176080797280207	-0.6666542363222037	0.14116813853218038	0.681436948031864	-0.11347801254530927	-0.3246260733869486	0.34388856749514357
2.6	0.3296677474860601	0.8470015205454049	0.5312712022225076	0.7174115758062279	0.2822490903109485	0.8388555284635422	0.1809602336314459	-0.7002873191202781	0.14531147684896242	0.7152046942132669	-0.11822295971068968	-0.28603162132831483	0.3095008184196931
2.65	0.2892575172507406	0.8694734025997654	0.4934478905618401	0.7559839978284136	0.2434908206999297	0.852435672525005	0.2188794897705611	-0.7309726259192203	0.1481610403262919	0.7458368948461919	-0.12273654883778327	-0.2485151785313844	0.2771715251989198
2.7	0.25572383025213674	0.8900539490976676	0.4549881261736144	0.7921960323043534	0.20701419495897685	0.8644965975037504	0.2498576830103403	-0.7586320263312715	0.1497877556343478	0.7732780373924155	-0.1265973686745208	-0.21247148192381998	0.24732776711525276
2.75	0.22887138356830597	0.9086093530268442	0.41624945656378237	0.8255709564078604	0.17326361008964414	0.8747903213363742	0.2758768265955046	-0.7831637007524369	0.1503659116810498	0.797468049248323	-0.1293995651817964	-0.1783534300158956	0.22035016103391653
2.8	0.20852770466148607	0.9250515010558311	0.3775976273090457	0.8557202796056463	0.142579968149421	0.8831061849924173	0.29777907431485967	-0.8044226713681331	0.1501482261823203	0.8183155406301047	-0.13076629948063487	-0.14663942061428653	0.19647632111262855
2.85	0.19454250297252326	0.9393188573170349	0.33943599647403566	0.8823199157113801	0.11521679570232154	0.889279172020957	0.3157509600888172	-0.8222133341347246	0.14943605043875077	0.8356828944041353	-0.13035465255176626	-0.117794238342408	0.1756923960464986
2.9	0.18678514259410195	0.9513678719391488	0.30222244194799	0.9051008277580247	0.09133840441700616	0.8931808027736923	0.329535923898857	-0.8362949285187916	0.14854922260098113	0.8493857068503134	-0.12786011460922317	-0.09222748483913404	0.15765188824633972
2.95	0.1851402838802778	0.9611688252610784	0.26647382634658917	0.9238455106537614	0.07100830012779216	0.8947093686582448	0.3385599733382694	-0.8463982627909754	0.1477989647390394	0.8592057688548843	-0.12303859535603835	-0.07025367006649516	0.1416830057028679
