energy	weight	density_proxy	mx	ipr
-13.10669165078893	2.866893290294159e-35	1.9932526847057892	-0.026515228907168526	0.08999222623942527
-12.604999111918675	3.1968881883830026e-9	1.127459337709862	-3.578816071789649e-5	0.06823352418840493
-11.332791756481011	1.2745641497220283e-9	1.4497702213228367	-0.026184817401264077	0.06266127106183045
-11.22547015582306	8.165088497576646e-37	3.085342130161507	0.0030417371056159293	0.12127236817538879
-10.68456542837026	2.3829039066682548e-7	1.4686909661738998	-0.05700606960652184	0.09336571560692096
-9.86371329473865	8.11194865416064e-36	1.984316190875661	-0.025943898744076738	0.04652703331938647
-9.67666154228776	3.137145303427331e-36	4.438896266236598	-0.02531985680565988	0.05543933002732337
-9.413150839559753	2.635073544085475e-10	5.925103663428362	0.002016888283541075	0.11036204293300764
-9.339114705370013	5.09623751978872e-35	6.128047782263485	-0.05585318219386358	0.0953161288036647
-9.086782627192246	1.1443037492885186e-38	4.989195513401525	0.02313532291582282	0.09031037570126588
-8.9382484746064	1.318974715088208e-6	10.726967700947318	-0.022747357302334518	0.07132661751535836
-8.900336647698584	1.4636378590822852e-8	9.19515030192405	-0.025860240585391936	0.04588390808355167
-8.720742513928247	3.901176885658136e-8	4.4993288237566444	0.002471106614553376	0.04112555805678892
-8.45582590435395	1.0947330235914297e-6	4.301393985582343	-0.05543099769645604	0.09560007115028935
-8.255776968641367	1.908818035353966e-10	3.7439208215725985	-0.02508969372532561	0.07178802948355804
-7.9216265728734525	3.6736007848500207e-35	4.104363975975298	0.001408048102421935	0.08231274536378379
-7.768490750433892	6.334951648505605e-8	9.341742551610768	-0.05490537161021238	0.08329963667988861
-7.707533753578711	1.7191562118769519e-34	9.718092646029469	0.0009636354921874802	0.06361253353457905
-7.562689049128117	1.2326515887823877e-34	5.223866982367613	-0.021772960588467463	0.06169510107283477
-7.324675612904245	7.945873598505368e-35	8.011261943789478	-0.025082048612222553	0.06027675566837624
-7.313040490132933	1.338198112792147e-13	12.636694681894907	0.02306519782016392	0.06291171102062006
