length	boundary	density_energy	density_energy_per_site	observable_energy	observable_energy_per_site	ipr_energy	ipr_energy_per_site
4	open	-1.4428659740434533	-0.3607164935108633	-1.4428659740434533	-0.3607164935108633	3.5679371316766413	0.8919842829191603
6	open	1.0866926272584942	0.1811154378764157	0.46389729047407613	0.07731621507901269	5.82791528607382	0.9713192143456366
8	open	1.9670532413212456	0.2458816551651557	-1.3165198456580995	-0.16456498070726244	8.088242524667924	1.0110303155834905
4	periodic	4.150372221234538e-15	1.0375930553086345e-15	4.150372221234538e-15	1.0375930553086345e-15	4.5207373332177365	1.1301843333044341
6	periodic	-2.3336742341384746	-0.3889457056897458	-2.3336742341384746	-0.3889457056897458	6.781012444257429	1.1301687407095715
8	periodic	-1.3435357338629161	-0.16794196673286452	-1.3435357338629161	-0.16794196673286452	9.041347382458934	1.1301684228073667
